col,text,label
"The govt didnt behave this way w/Ebola,SARS MERS,H1N1,Swine flu, AIDS.Why so different w/ #COVID19 #CoronavirusOutbreak #coronavirus Is it biowarfare #amp;not a virus?I wish someone would clarify that it definitely ISNT. Instead of looking for a vaccine,theyd need to find an anecdote","The govt didnt behave this way w/Ebola,SARS MERS,H1N1,Swine flu, AIDS.Why so different w/ #COVID19 #CoronavirusOutbreak #coronavirus Is it biowarfare #amp;not a virus?I wish someone would clarify that it definitely ISNT. Instead of looking for a vaccine,theyd need to find an anecdote",concerned
"Daily Coronavirus Data 3/8 8:43 pm

Worldwide:
Confirmed Cases: 109,963
Recovered: 61,918
Death: 3,824 (3.4%) 
Number Still Infected: 44,221

Outside of China:
Confirmed Cases: 29,228
Recovered: 3,378
Death: 706 (2%) 
Number Still Infected: 25,144

US: 545

#CoronavirusOutbreak https://t.co/RcNiopVtjz","Daily Coronavirus Data 3/8 8:43 pm

Worldwide:
Confirmed Cases: 109,963
Recovered: 61,918
Death: 3,824 (3.4%) 
Number Still Infected: 44,221

Outside of China:
Confirmed Cases: 29,228
Recovered: 3,378
Death: 706 (2%) 
Number Still Infected: 25,144

US: 545

#CoronavirusOutbreak https://t.co/RcNiopVtjz",informative
#TrumpsTerrorists #coronavirus  #CoronavirusOutbreak #RNC #GOP #ShitShow #MassacreMitch #MoscowMitch #LeningradLindsey #Pence #Pompeo #Putin #ImpeachTrump #ImpeachBarr https://t.co/FUtb3WwY6M,#TrumpsTerrorists #coronavirus  #CoronavirusOutbreak #RNC #GOP #ShitShow #MassacreMitch #MoscowMitch #LeningradLindsey #Pence #Pompeo #Putin #ImpeachTrump #ImpeachBarr https://t.co/FUtb3WwY6M,irrelevant
"Coronavirus quarantined hotel in China's Quanzhou city collapses, dozens trapped.... || #China #Quanzhou #Fujian #Coronavirus #COVID #COVIDー19 #COVID19 #CoronavirusOutbreak  https://t.co/IzSidA1vs6","Coronavirus quarantined hotel in China's Quanzhou city collapses, dozens trapped.... || #China #Quanzhou #Fujian #Coronavirus #COVID #COVIDー19 #COVID19 #CoronavirusOutbreak  https://t.co/IzSidA1vs6",informative
"@kazweida But... But... @tedcruz @SenTedCruz said it was a ""Liberal Hoax!""

Either He's afraid of a #Hoax or he's a #Liar which is it Ted?

#Republican #MissionAccomplished #CoronavirusOutbreak https://t.co/d4ALj881xV","@kazweida But... But... @tedcruz @SenTedCruz said it was a ""Liberal Hoax!""

Either He's afraid of a #Hoax or he's a #Liar which is it Ted?

#Republican #MissionAccomplished #CoronavirusOutbreak https://t.co/d4ALj881xV",funny
Top US Health Official Warns Older Americans: ‘Don’t Get on a Cruise Ship’ https://t.co/662X9TE8aQ via @epochtimes #CoronavirusOutbreak #coronavirus,Top US Health Official Warns Older Americans: ‘Don’t Get on a Cruise Ship’ https://t.co/662X9TE8aQ via @epochtimes #CoronavirusOutbreak #coronavirus,informative
"If this isn't Karma, then I don't know what is! It couldn't have happened to a bigger traitor!!!
#COVID2019 #COVID #TrumpZealot #TraitorTed #coronavirus #CoronavirusOutbreak #CoronaOutbreak #Karma #Texas https://t.co/bwaubHidIc","If this isn't Karma, then I don't know what is! It couldn't have happened to a bigger traitor!!!
#COVID2019 #COVID #TrumpZealot #TraitorTed #coronavirus #CoronavirusOutbreak #CoronaOutbreak #Karma #Texas https://t.co/bwaubHidIc",offensive
"China reports 1 new case bringing total confirmed cases there to 80,735 and 3,119 total deaths, with 40 new cases and 22 new deaths reported today.

#CoronaVirus #Covid19 #CoronaVirusOutbreak https://t.co/TygrHfmyHi","China reports 1 new case bringing total confirmed cases there to 80,735 and 3,119 total deaths, with 40 new cases and 22 new deaths reported today.

#CoronaVirus #Covid19 #CoronaVirusOutbreak https://t.co/TygrHfmyHi",informative
"The @POTUS is fiddling while the US is ‘burning’

#coronavirus 
#CoronavirusUSA 
#CoronavirusOutbreak https://t.co/NMvONgqjwu","The @POTUS is fiddling while the US is ‘burning’

#coronavirus 
#CoronavirusUSA 
#CoronavirusOutbreak https://t.co/NMvONgqjwu",offensive
"#China reported 22 💀 #amp; 39 new cases of #COVIDー19 lowest in last 2 months.
#US reported 3 💀 #amp; 103 cases
#UK reported 1 💀 #amp; 64 cases 
Now, there are 8 countries with #gt;500 active cases (6 countries have #gt;1000)
#CoronavirusOutbreak #CoronaVirusUpdate","#China reported 22 💀 #amp; 39 new cases of #COVIDー19 lowest in last 2 months.
#US reported 3 💀 #amp; 103 cases
#UK reported 1 💀 #amp; 64 cases 
Now, there are 8 countries with #gt;500 active cases (6 countries have #gt;1000)
#CoronavirusOutbreak #CoronaVirusUpdate",informative
"#COVID19: Stop it with these masks! The germs are so micro they can travel through that mask easily. It’s only making you looking sus

Just stay 6 feet away to avoid being 6ft under

Thank you

#coronavirus #Coronavid19 #SOE #CoronavirusOutbreak","#COVID19: Stop it with these masks! The germs are so micro they can travel through that mask easily. It’s only making you looking sus

Just stay 6 feet away to avoid being 6ft under

Thank you

#coronavirus #Coronavid19 #SOE #CoronavirusOutbreak",offensive
"Why would a republican quarantine himself over a hoax?

#coronavirus #CoronavirusUSA #CoronavirusOutbreak https://t.co/KC1QT19Lqq","Why would a republican quarantine himself over a hoax?

#coronavirus #CoronavirusUSA #CoronavirusOutbreak https://t.co/KC1QT19Lqq",concerned
"Update: #CoronaVirus: To date a total of 3,827 total deaths and 109,970 total #covid19 cases have been confirmed worldwide.

A total of 29,235 cases and 708 deaths have been reported outside of China.

#CoronaVirusOutbreak https://t.co/yHVMvoEp4r","Update: #CoronaVirus: To date a total of 3,827 total deaths and 109,970 total #covid19 cases have been confirmed worldwide.

A total of 29,235 cases and 708 deaths have been reported outside of China.

#CoronaVirusOutbreak https://t.co/yHVMvoEp4r",informative
Looking to mitigate the effects of the #Covid_19 and keep employees healthy? Check out the tools by @HBR for leading your company through the #Coronavirus. https://t.co/XHSt2onfFa,Looking to mitigate the effects of the #Covid_19 and keep employees healthy? Check out the tools by @HBR for leading your company through the #Coronavirus. https://t.co/XHSt2onfFa,informative
Outstanding idea! Walk the talk @realDonaldTrump ! #CoronavirusOutbreak https://t.co/BLxPBtEOhA,Outstanding idea! Walk the talk @realDonaldTrump ! #CoronavirusOutbreak https://t.co/BLxPBtEOhA,offensive
https://t.co/rH4iLKEi38. #coronavirus #CoronavirusUSA #coronavirusny #CoronavirusOutbreak,https://t.co/rH4iLKEi38. #coronavirus #CoronavirusUSA #coronavirusny #CoronavirusOutbreak,informative
"Yes, A LOT more people need to see this chart, especially those who keep WRONGLY stating that #CoronaVirus is  ""same"" as seasonal flu in terms of its death rate #amp; severity. NOT TRUE. NOT TRUE. NOT TRUE. #COVID_19 is EXPONENTIALLY DEADLIER -- across ALL AGES! @realDonaldTrump https://t.co/STp6jY2G31","Yes, A LOT more people need to see this chart, especially those who keep WRONGLY stating that #CoronaVirus is  ""same"" as seasonal flu in terms of its death rate #amp; severity. NOT TRUE. NOT TRUE. NOT TRUE. #COVID_19 is EXPONENTIALLY DEADLIER -- across ALL AGES! @realDonaldTrump https://t.co/STp6jY2G31",concerned
#TrumpsTerrorists #coronavirus  #CoronavirusOutbreak #RNC #GOP #ShitShow #MassacreMitch #MoscowMitch #LeningradLindsey #Pence #Pompeo #Putin #ImpeachTrump #ImpeachBarr https://t.co/HqF9D3ON1J,#TrumpsTerrorists #coronavirus  #CoronavirusOutbreak #RNC #GOP #ShitShow #MassacreMitch #MoscowMitch #LeningradLindsey #Pence #Pompeo #Putin #ImpeachTrump #ImpeachBarr https://t.co/HqF9D3ON1J,irrelevant
Feels like just a week ago I was freaked when the number of cases reached SIX...Wait.  It was? #CoronavirusOutbreak https://t.co/9jfjPrOOnN,Feels like just a week ago I was freaked when the number of cases reached SIX...Wait.  It was? #CoronavirusOutbreak https://t.co/9jfjPrOOnN,worried
Absolutely! And a lot of the mid-segment ones who worked hard for last 3 yrs for expansion into #Asia are already moving the ships back to #europe. #Cruise #CoronavirusOutbreak https://t.co/QzPcpfkiAa,Absolutely! And a lot of the mid-segment ones who worked hard for last 3 yrs for expansion into #Asia are already moving the ships back to #europe. #Cruise #CoronavirusOutbreak https://t.co/QzPcpfkiAa,offensive
"♦
“the tests are all #perfect, like the letter was #perfect. the transcription was #perfect. this is not as #perfect as that, but pretty good.”

—@realDonaldTrump #regurgitating #drivel 

#covid_19
♦
https://t.co/TWnFRWYabP","♦
“the tests are all #perfect, like the letter was #perfect. the transcription was #perfect. this is not as #perfect as that, but pretty good.”

—@realDonaldTrump #regurgitating #drivel 

#covid_19
♦
https://t.co/TWnFRWYabP",offensive
#coronavirus #COVID2019 #CoronavirusOutbreak #TrumpVirus https://t.co/nUKj97G6f3,#coronavirus #COVID2019 #CoronavirusOutbreak #TrumpVirus https://t.co/nUKj97G6f3,irrelevant
"Dear @GovRonDeSantis @ScottforFlorida shut FLORIDA Down for 10 days. Shut the schools and work down before we become the movie outbreak.  Do it now before millions get infected and die 

#CoronavirusOutbreak https://t.co/ctSpsiEEuJ","Dear @GovRonDeSantis @ScottforFlorida shut FLORIDA Down for 10 days. Shut the schools and work down before we become the movie outbreak.  Do it now before millions get infected and die 

#CoronavirusOutbreak https://t.co/ctSpsiEEuJ",offensive
#SundayThoughts #ScriptureSunday #Sundaynight #NoFear #coronavirus #CoronavirusOutbreak https://t.co/P7OJ06ebOH,#SundayThoughts #ScriptureSunday #Sundaynight #NoFear #coronavirus #CoronavirusOutbreak https://t.co/P7OJ06ebOH,irrelevant
https://t.co/1vPf9v2EEv via @YouTube #COVID2019 #covid19australia #COVID #covid19Canada #coronavirus #Coronavid19 #CoronavirusOutbreak #coronavirusaustralia #WuhanPneumonia #ChinaCoronaVirus #CoronaVirusUpdate #CoronaVirusCanada #Floridacoronavirus #trump #TrudeauMustResign #ccp,https://t.co/1vPf9v2EEv via @YouTube #COVID2019 #covid19australia #COVID #covid19Canada #coronavirus #Coronavid19 #CoronavirusOutbreak #coronavirusaustralia #WuhanPneumonia #ChinaCoronaVirus #CoronaVirusUpdate #CoronaVirusCanada #Floridacoronavirus #trump #TrudeauMustResign #ccp,informative
Could the current #CoronavirusOutbreak be the perfect time for governments to declare Martial Law?,Could the current #CoronavirusOutbreak be the perfect time for governments to declare Martial Law?,offensive
"#فيروس_كورونا #racisme #memes #racist #jokememes #racistmeme #racistjokes #dankmemes #stupidmemes #racistmemesarethebest #hate
#peopleihate #xenophobia #xenophobiaattacks #racial #coronavirusoutbreak #covid2019 #covid19outbreak #covid_19 #women #internationalwomensday https://t.co/XXnZTebl5V","#فيروس_كورونا #racisme #memes #racist #jokememes #racistmeme #racistjokes #dankmemes #stupidmemes #racistmemesarethebest #hate
#peopleihate #xenophobia #xenophobiaattacks #racial #coronavirusoutbreak #covid2019 #covid19outbreak #covid_19 #women #internationalwomensday https://t.co/XXnZTebl5V",irrelevant
#coronavirus #CoronavirusOutbreak #CoronaVirusSeattle #CoronaVirusUpdate #Coronavirusnyc #COVID #COVIDー19 #Covid_19 #CoronavirusUSA #COVID19 #coronavirusvirginia https://t.co/8uTjHFYCxb,#coronavirus #CoronavirusOutbreak #CoronaVirusSeattle #CoronaVirusUpdate #Coronavirusnyc #COVID #COVIDー19 #Covid_19 #CoronavirusUSA #COVID19 #coronavirusvirginia https://t.co/8uTjHFYCxb,irrelevant
"#فيروس_كورونا #racisme #memes #racist #jokememes #racistmeme #racistjokes #dankmemes #stupidmemes #racistmemesarethebest #hate
#peopleihate #xenophobia #xenophobiaattacks #racial #coronavirusoutbreak #covid2019 #covid19outbreak #covid_19 #women #internationalwomensday https://t.co/PC2nJDjkEt","#فيروس_كورونا #racisme #memes #racist #jokememes #racistmeme #racistjokes #dankmemes #stupidmemes #racistmemesarethebest #hate
#peopleihate #xenophobia #xenophobiaattacks #racial #coronavirusoutbreak #covid2019 #covid19outbreak #covid_19 #women #internationalwomensday https://t.co/PC2nJDjkEt",irrelevant
"Why are they worried? Their Marmalade God told them that the virus is a hoax and if you feel okay just go to work. Call me cold and callous, Rebublicans, but enjoy ,#TrumpIsAnIdiot #Trump #CoronavirusOutbreak https://t.co/thR54bfxKV","Why are they worried? Their Marmalade God told them that the virus is a hoax and if you feel okay just go to work. Call me cold and callous, Rebublicans, but enjoy ,#TrumpIsAnIdiot #Trump #CoronavirusOutbreak https://t.co/thR54bfxKV",offensive
#coronavirus #Coronavid19 #CoronavirusOutbreak https://t.co/ocHmretMFo,#coronavirus #Coronavid19 #CoronavirusOutbreak https://t.co/ocHmretMFo,irrelevant
#coronavirus #CoronavirusOutbreak #CoronaVirusSeattle #CoronaVirusUpdate #Coronavirusnyc #COVID #COVIDー19 #Covid_19 #CoronavirusUSA #COVID19 #coronavirusvirginia https://t.co/ha7DVm9pxJ,#coronavirus #CoronavirusOutbreak #CoronaVirusSeattle #CoronaVirusUpdate #Coronavirusnyc #COVID #COVIDー19 #Covid_19 #CoronavirusUSA #COVID19 #coronavirusvirginia https://t.co/ha7DVm9pxJ,irrelevant
@WhiteHouse @realDonaldTrump Thank you @SenSchumer and @TheDemocrats for forcing this president who said this #CoronavirusOutbreak pandemic was a #Hoax into signing this #VoteBlueNoMatterWho #NotMyPresident,@WhiteHouse @realDonaldTrump Thank you @SenSchumer and @TheDemocrats for forcing this president who said this #CoronavirusOutbreak pandemic was a #Hoax into signing this #VoteBlueNoMatterWho #NotMyPresident,offensive
#TelediarioEC | Una estudiante ecuatoriana de 21 años de edad y su compañera estadounidense dieron positivo a la prueba de #Covid_19 en República Checa. @alexllanosh con más detalles ▼ https://t.co/0Vt8MDDspQ,#TelediarioEC | Una estudiante ecuatoriana de 21 años de edad y su compañera estadounidense dieron positivo a la prueba de #Covid_19 en República Checa. @alexllanosh con más detalles ▼ https://t.co/0Vt8MDDspQ,not translated from spanish informative 
"🇺🇸 US States Declaring State of Emergency Due To #Coronavirus Outbreak Rises To 8 🇺🇸

-California
-Florida
-Kentucky
-Maryland
-New York
-Oregon
-Utah
-Washington

#Covid_19 https://t.co/8WsIFwdZvx","🇺🇸 US States Declaring State of Emergency Due To #Coronavirus Outbreak Rises To 8 🇺🇸

-California
-Florida
-Kentucky
-Maryland
-New York
-Oregon
-Utah
-Washington

#Covid_19 https://t.co/8WsIFwdZvx",informative
"#Hubei Province, the epicenter of the #COVID19 outbreak, reported on March 8: 

- 21 deaths
- 36 new confirmed cases 
- 1,422 discharged 

Total confirmed #COVID19 cases in #Hubei reached 67,743, including 3,007 deaths.

#coronavirus #CoronavirusOutbreak #CoronaAlert https://t.co/mDlLClJOQO","#Hubei Province, the epicenter of the #COVID19 outbreak, reported on March 8: 

- 21 deaths
- 36 new confirmed cases 
- 1,422 discharged 

Total confirmed #COVID19 cases in #Hubei reached 67,743, including 3,007 deaths.

#coronavirus #CoronavirusOutbreak #CoronaAlert https://t.co/mDlLClJOQO",informative
"Extreme Recklessness And Incompetence

Coronavirus farce as dozens of planes fly to UK from Italy's quarantine zones with no checks 

Passengers can continue to the US with no checks 

#Coronavirus #CoronavirusOutbreak #Covid19 #CoronavirusUSA 
https://t.co/EVhcRSXXce","Extreme Recklessness And Incompetence

Coronavirus farce as dozens of planes fly to UK from Italy's quarantine zones with no checks 

Passengers can continue to the US with no checks 

#Coronavirus #CoronavirusOutbreak #Covid19 #CoronavirusUSA 
https://t.co/EVhcRSXXce",concerned
"There are currently two major catastrophes in which tRump has nearly zero control, #CoronavirusOutbreak and the #StockMarket.

Dow futures are down over 4% ahead of tomorrow’s market open #amp; the coronavirus is out of control.

We’ll see a record number of lies in the week ahead.","There are currently two major catastrophes in which tRump has nearly zero control, #CoronavirusOutbreak and the #StockMarket.

Dow futures are down over 4% ahead of tomorrow’s market open #amp; the coronavirus is out of control.

We’ll see a record number of lies in the week ahead.",offensive
"Presto! 308-Sheet Mega Roll Toilet Paper, Ultra-Strong, 6 Count https://t.co/8sldCyDvZy  ad #coronavirus #corona #virus #CoronavirusOutbreak #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #SARSCoV2 #flu #CoronaOutbreak #COVID19 #toiletpaper #ToiletPaperEmergency","Presto! 308-Sheet Mega Roll Toilet Paper, Ultra-Strong, 6 Count https://t.co/8sldCyDvZy  ad #coronavirus #corona #virus #CoronavirusOutbreak #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #SARSCoV2 #flu #CoronaOutbreak #COVID19 #toiletpaper #ToiletPaperEmergency",irrelevant
Same Marine at Fort Belvoir is the same one based at Quantico. Good clarification  #coronavirus #CoronavirusOutbreak #CoronaVirusSeattle #CoronaVirusUpdate #Coronavirusnyc #COVID #COVIDー19 #Covid_19 #CoronavirusUSA #COVID19 #coronavirusvirginia https://t.co/PrfBMMQlpm,Same Marine at Fort Belvoir is the same one based at Quantico. Good clarification  #coronavirus #CoronavirusOutbreak #CoronaVirusSeattle #CoronaVirusUpdate #Coronavirusnyc #COVID #COVIDー19 #Covid_19 #CoronavirusUSA #COVID19 #coronavirusvirginia https://t.co/PrfBMMQlpm,irrelevant
"What kind of CRAZY #US civilian makes a twitter account dedicated to surviving the #coronavirus pandemic on January 26th?!?!?!

Seriously though everybody, be safe.

#market #Oil #COVID19 #CoronavirusOutbreak #StockMarket #Credit #Futures #bonds #rate #Banking #SARSCoV2 #Military https://t.co/Uwkhke5rxp","What kind of CRAZY #US civilian makes a twitter account dedicated to surviving the #coronavirus pandemic on January 26th?!?!?!

Seriously though everybody, be safe.

#market #Oil #COVID19 #CoronavirusOutbreak #StockMarket #Credit #Futures #bonds #rate #Banking #SARSCoV2 #Military https://t.co/Uwkhke5rxp",worried
"ชาวอิหร่านผวา! ไวรัสโควิด-19ระบาด แห่ดื่ม ‘เมทิลแอลกอฮอล์’

https://t.co/3oH02HL4PY

#COVID_19 #COVID19 #โควิด #โควิด19 #โคโรนาไวรัส #โคโรน่าไวรัส #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #ไวรัสโคโรน่า #ไวรัสโคโรน่าสายพันธุ์ใหม่2019 #coronavirus #TNN #TNNThailand #TNNช่อง16","ชาวอิหร่านผวา! ไวรัสโควิด-19ระบาด แห่ดื่ม ‘เมทิลแอลกอฮอล์’

https://t.co/3oH02HL4PY

#COVID_19 #COVID19 #โควิด #โควิด19 #โคโรนาไวรัส #โคโรน่าไวรัส #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #ไวรัสโคโรน่า #ไวรัสโคโรน่าสายพันธุ์ใหม่2019 #coronavirus #TNN #TNNThailand #TNNช่อง16",irrelevant
"UH: @msaludcr y @CNECostaRica decretan #ALERTAAMARILLA por #covid_19 se confirman 9 casos 34 casos SOSPEHOSOS,  se pide extramar medidas de higiene, protocolos de lavado de mqnos,  saludo y estornudo @CCSSdeCostaRica https://t.co/3R29v7tfob","UH: @msaludcr y @CNECostaRica decretan #ALERTAAMARILLA por #covid_19 se confirman 9 casos 34 casos SOSPEHOSOS,  se pide extramar medidas de higiene, protocolos de lavado de mqnos,  saludo y estornudo @CCSSdeCostaRica https://t.co/3R29v7tfob",concerned
"#CoVid_19 
@ 01:02hrs GMT 09-Mar-2020
#WASH YOUR #HANDS OFTEN #amp; USE #BIO_WASH

#CoronaVirus Cases: 109,970
UK: 273
USA: 538

Deaths: 3,827
UK: 03
USA: 22

SARS deaths 2003 - 774
MERS death 2012 - 858

SEE: https://t.co/Y9N3HvAy6t……
#amp;
https://t.co/lTxhQNuU0a https://t.co/tzbTDs2av3","#CoVid_19 
@ 01:02hrs GMT 09-Mar-2020
#WASH YOUR #HANDS OFTEN #amp; USE #BIO_WASH

#CoronaVirus Cases: 109,970
UK: 273
USA: 538

Deaths: 3,827
UK: 03
USA: 22

SARS deaths 2003 - 774
MERS death 2012 - 858

SEE: https://t.co/Y9N3HvAy6t……
#amp;
https://t.co/lTxhQNuU0a https://t.co/tzbTDs2av3",informative
How bad is traffic going to be at Quantico tomorrow?  #coronavirus #CoronavirusOutbreak #CoronaVirusSeattle #CoronaVirusUpdate #Coronavirusnyc #COVID #COVIDー19 #Covid_19 #CoronavirusUSA #COVID19 #coronavirusvirginia,How bad is traffic going to be at Quantico tomorrow?  #coronavirus #CoronavirusOutbreak #CoronaVirusSeattle #CoronaVirusUpdate #Coronavirusnyc #COVID #COVIDー19 #Covid_19 #CoronavirusUSA #COVID19 #coronavirusvirginia,irrelevant
"So #RafaelCruz @tedcruz made contact with someone with #coronavirus ? I hope it was....

#CoronavirusUSA #CoronavirusOutbreak https://t.co/0VRMZWOBdM","So #RafaelCruz @tedcruz made contact with someone with #coronavirus ? I hope it was....

#CoronavirusUSA #CoronavirusOutbreak https://t.co/0VRMZWOBdM",irrelevant
"@QuancyClayborne @tymanmayo Would not surprise me if it was a man-made virus...

#COVIDー19 #CoronavirusOutbreak #coronavirus https://t.co/Xuj2tCOVeJ","@QuancyClayborne @tymanmayo Would not surprise me if it was a man-made virus...

#COVIDー19 #CoronavirusOutbreak #coronavirus https://t.co/Xuj2tCOVeJ",funny
"FYI: In case you have upcoming events...

#WHO #coronavirus #CoronavirusOutbreak https://t.co/iGgiHcdSVm","FYI: In case you have upcoming events...

#WHO #coronavirus #CoronavirusOutbreak https://t.co/iGgiHcdSVm",irrelevant
"As the market opens for Monday, we are headed for a healthcare crisis that will lead to a global recession in 2020
https://t.co/Bi5eYMdgvy

#coronavirus #CoronavirusOutbreak #CoronaVirusUpdate #recession2020 #recession #coronavirusindia #CoronaVirusSeattle #fire","As the market opens for Monday, we are headed for a healthcare crisis that will lead to a global recession in 2020
https://t.co/Bi5eYMdgvy

#coronavirus #CoronavirusOutbreak #CoronaVirusUpdate #recession2020 #recession #coronavirusindia #CoronaVirusSeattle #fire",
@Football_RIP @shawn_keren @pulte I'm certainly no math whiz but doesn't that mean 5 out of a 100 don't recover. That's a lot of people. #CoronavirusOutbreak,@Football_RIP @shawn_keren @pulte I'm certainly no math whiz but doesn't that mean 5 out of a 100 don't recover. That's a lot of people. #CoronavirusOutbreak,
#CoronavirusOutbreak https://t.co/LsgnLR1i8o,#CoronavirusOutbreak https://t.co/LsgnLR1i8o,
@Benioff @V2019N This is what happens when you get mixed messages from the #WhiteHouse everyone should watch this #amp; maybe see what the reality of #CoronavirusOutbreak is! Dr Gabrial Leung @gmleunghku explains the dangers to society on  #60Minutes Aust,@Benioff @V2019N This is what happens when you get mixed messages from the #WhiteHouse everyone should watch this #amp; maybe see what the reality of #CoronavirusOutbreak is! Dr Gabrial Leung @gmleunghku explains the dangers to society on  #60Minutes Aust,
"More then usual sanitary wipes used on shopping carts, No Clorox wipes, No rubbing alcohol #coronavirus #CoronavirusUSA #CoronavirusOutbreak https://t.co/1PxexZAVcY","More then usual sanitary wipes used on shopping carts, No Clorox wipes, No rubbing alcohol #coronavirus #CoronavirusUSA #CoronavirusOutbreak https://t.co/1PxexZAVcY",
"The United States has confirmed 547 cases of the #COVID2019 virus. 

#Italy has place 16,000,000 people under lock down due to the #coronavirus. 

#Canada allocates $27mil to developing cheaper test kits. 

#COVID #covid19 #Coronavid19 #CoronavirusOutbreak https://t.co/oCFfST5l7p","The United States has confirmed 547 cases of the #COVID2019 virus. 

#Italy has place 16,000,000 people under lock down due to the #coronavirus. 

#Canada allocates $27mil to developing cheaper test kits. 

#COVID #covid19 #Coronavid19 #CoronavirusOutbreak https://t.co/oCFfST5l7p",
"■新型コロナ 国別感染者数の推移（中国以外）

米国にもそろそろ抜かれますね…😅

#新型コロナ
#CoronavirusOutbreak 

https://t.co/cwV4vBQbaF","■新型コロナ 国別感染者数の推移（中国以外）

米国にもそろそろ抜かれますね…😅

#新型コロナ
#CoronavirusOutbreak 

https://t.co/cwV4vBQbaF",
@nntaleb brilliant fragment from #BlackSwan #book  @MultipolarSAAS  #team works #remotely #CoronavirusOutbreak https://t.co/AdeUHXrXpv,@nntaleb brilliant fragment from #BlackSwan #book  @MultipolarSAAS  #team works #remotely #CoronavirusOutbreak https://t.co/AdeUHXrXpv,
Catch me outside! Y’all bought o all the masks but ya boy already one step ahead!  #coronavirus #CoronavirusOutbreak https://t.co/zxu9l2S3QT,Catch me outside! Y’all bought o all the masks but ya boy already one step ahead!  #coronavirus #CoronavirusOutbreak https://t.co/zxu9l2S3QT,
"Facts matter.  We need more facts.  
#coronavirus #CoronavirusOutbreak #COVID #COVID2019 https://t.co/RbHe99hvnJ","Facts matter.  We need more facts.  
#coronavirus #CoronavirusOutbreak #COVID #COVID2019 https://t.co/RbHe99hvnJ",
@freedlander IT shows that the MSM still has more power over the majority of Americans than any other entity. 21 deaths in the US since the global Coronavirus outbreak started over 2 months ago. Versus 21 deaths from the flu since 2 o'clock this afternoon,@freedlander IT shows that the MSM still has more power over the majority of Americans than any other entity. 21 deaths in the US since the global Coronavirus outbreak started over 2 months ago. Versus 21 deaths from the flu since 2 o'clock this afternoon,
"@Northco7 @girlsreallyrule But it's a ""Liberal Hoax"" remember? #FakeNews according to #Trump and his Minions

#TrumpMissionAccomplished #CoronavirusOutbreak 

@SenTedCruz https://t.co/InZelQaYDH","@Northco7 @girlsreallyrule But it's a ""Liberal Hoax"" remember? #FakeNews according to #Trump and his Minions

#TrumpMissionAccomplished #CoronavirusOutbreak 

@SenTedCruz https://t.co/InZelQaYDH",
🔴 Corona Virus Prediction Tool - Corona Virus Outbreak - YOU MUST SEE THIS! #CoronaVirusPrediction #coronavirus #CoronavirusOutbreak #CoronavirusUSA  https://t.co/B7ZmF4TBQj,🔴 Corona Virus Prediction Tool - Corona Virus Outbreak - YOU MUST SEE THIS! #CoronaVirusPrediction #coronavirus #CoronavirusOutbreak #CoronavirusUSA  https://t.co/B7ZmF4TBQj,
"Começou...Deus tenha misericórdia. Boa sorte a todos! 
Sunday Bloody Sunday - U2  
#Repo #FederalReserve #EverythingBubble #DebtCollapse #DollarCrisis #crash #covid19 #covid_19 https://t.co/cau30UJ8zM","Começou...Deus tenha misericórdia. Boa sorte a todos! 
Sunday Bloody Sunday - U2  
#Repo #FederalReserve #EverythingBubble #DebtCollapse #DollarCrisis #crash #covid19 #covid_19 https://t.co/cau30UJ8zM",
"@federicogatti Yikes  !!!! 😳🤧✈️😬😷Happening at JFK also 
#london #England #nyc #USA #Milan 
#CDC #coronavirus #COVID #CoronavirusUSA #coronaUK #conronaitaly #CoronavirusOutbreak #conronanyc","@federicogatti Yikes  !!!! 😳🤧✈️😬😷Happening at JFK also 
#london #England #nyc #USA #Milan 
#CDC #coronavirus #COVID #CoronavirusUSA #coronaUK #conronaitaly #CoronavirusOutbreak #conronanyc",
#parkesytv #MentalHealthMatters #mentalhealth #coronvirusireland #coronavirus #coronvirusuk #Coronavid19 #CoronavirusOutbreak #CoronavirusUSA #CoronaVirusUpdate https://t.co/xMZrlVqQzf,#parkesytv #MentalHealthMatters #mentalhealth #coronvirusireland #coronavirus #coronvirusuk #Coronavid19 #CoronavirusOutbreak #CoronavirusUSA #CoronaVirusUpdate https://t.co/xMZrlVqQzf,
#CoronavirusOutbreak is ruining my life by scaring the shit out of me #amp; now my training school is closed for week. We were supposed to take our certification test but now that is put on hold for safety reasons. Was looking forward to completing my classes #COVIDー19 https://t.co/QiQ7IpDo0E,#CoronavirusOutbreak is ruining my life by scaring the shit out of me #amp; now my training school is closed for week. We were supposed to take our certification test but now that is put on hold for safety reasons. Was looking forward to completing my classes #COVIDー19 https://t.co/QiQ7IpDo0E,
"Israel will require anyone who recently traveled to New York, California and Washington state to self-quarantine https://t.co/h5ndM9oJuh #CoronavirusOutbreak","Israel will require anyone who recently traveled to New York, California and Washington state to self-quarantine https://t.co/h5ndM9oJuh #CoronavirusOutbreak",
#covid2019 #CoronavirusOutbreak https://t.co/yqQMiwFcW0,#covid2019 #CoronavirusOutbreak https://t.co/yqQMiwFcW0,
